"otu","Size","kingdom","phylum","class","order","family","genus"
"Otu01298",30,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Otu01299",30,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01300",30,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01301",30,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu01303",30,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1"
"Otu01304",30,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu01305",30,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu01306",30,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01307",30,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_unclassified","Coriobacteriales_unclassified"
"Otu01309",30,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319"
"Otu01310",30,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Chelatococcus"
"Otu01311",30,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Pygmaiobacter"
"Otu01312",30,"Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","UCG-010_ge"
"Otu01313",30,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu01315",30,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu01316",30,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"Otu01317",30,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu01318",30,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01319",30,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01320",29,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01321",29,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu01322",29,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus"
"Otu01323",29,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01324",29,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01325",29,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01326",29,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides"
"Otu01327",29,"Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group_fa","Clostridia_vadinBB60_group_ge"
"Otu01328",29,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter"
"Otu01329",29,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"Otu01330",29,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"Otu01332",29,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01333",29,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu01334",29,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_unclassified"
"Otu01335",29,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured_ge"
"Otu01336",29,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01337",29,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01338",29,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus"
"Otu01339",29,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01340",29,"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"Otu01341",29,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01342",29,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01343",29,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonadaceae_unclassified"
"Otu01344",29,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01345",28,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae_ge"
"Otu01346",28,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01347",28,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_5"
"Otu01348",28,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01349",28,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas"
"Otu01350",28,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"Otu01351",28,"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45_ge"
"Otu01352",28,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"Otu01353",28,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter"
"Otu01354",28,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter"
"Otu01355",28,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"Otu01356",28,"Bacteria","Latescibacterota","Latescibacterota_cl","Latescibacterota_or","Latescibacterota_fa","Latescibacterota_ge"
"Otu01357",28,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia"
"Otu01358",28,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu01359",28,"Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group_fa","Clostridia_vadinBB60_group_ge"
"Otu01360",28,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagales_unclassified","Chitinophagales_unclassified"
"Otu01361",28,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallaceae_unclassified"
"Otu01362",28,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostocaceae_unclassified"
"Otu01363",28,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Otu01364",28,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01365",28,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01366",27,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides"
"Otu01367",27,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01368",27,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01369",27,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu01370",27,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01371",27,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01373",27,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01374",27,"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales_fa","Babeliales_ge"
"Otu01375",27,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Otu01376",27,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu01377",27,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01378",27,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01379",27,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu01380",27,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus"
"Otu01381",27,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Otu01382",27,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1"
"Otu01383",27,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01384",27,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckiaceae_unclassified"
"Otu01385",27,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01386",27,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu01387",27,"Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Victivallaceae","Victivallaceae_ge"
"Otu01388",27,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu01389",27,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured"
"Otu01390",27,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Otu01391",27,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01392",27,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01394",27,"Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystaceae_unclassified"
"Otu01395",27,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01396",27,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01397",27,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20_fa","0319-6G20_ge"
"Otu01398",27,"Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","UCG-010_ge"
"Otu01400",27,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"Otu01401",27,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01402",27,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu01403",27,"Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group_fa","Clostridia_vadinBB60_group_ge"
"Otu01404",27,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01407",26,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01408",26,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01409",26,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured"
"Otu01410",26,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01411",26,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerellaceae_ge"
"Otu01412",26,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Rivicola"
"Otu01413",26,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Parapedobacter"
"Otu01414",26,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01415",26,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01416",26,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerellaceae_unclassified"
"Otu01417",26,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01418",26,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01419",26,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Otu01420",26,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola"
"Otu01421",26,"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"Otu01423",26,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01424",26,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Tolumonas"
"Otu01425",26,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01426",26,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","uncultured"
"Otu01427",26,"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Otu01428",26,"Bacteria","Firmicutes","Bacilli","RF39","RF39_fa","RF39_ge"
"Otu01429",26,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01430",26,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01431",26,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1"
"Otu01432",26,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01433",26,"Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu01434",26,"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_17","Subgroup_17_fa","Subgroup_17_ge"
"Otu01435",26,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Otu01436",26,"Bacteria","Firmicutes","Clostridia","Clostridia_vadinBB60_group","Clostridia_vadinBB60_group_fa","Clostridia_vadinBB60_group_ge"
"Otu01437",25,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter"
"Otu01438",25,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01439",25,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"Otu01440",25,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01441",25,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01442",25,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobiaceae_unclassified"
"Otu01445",25,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu01447",25,"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"Otu01449",25,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Otu01450",25,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobiaceae_unclassified"
"Otu01451",25,"Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu01452",25,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_fa","Oscillospirales_ge"
"Otu01453",25,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified"
"Otu01454",25,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azospira"
"Otu01455",25,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Otu01456",25,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01457",25,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionales_unclassified","Micavibrionales_unclassified"
"Otu01458",25,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01459",25,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01460",25,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01461",25,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"Otu01462",25,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"Otu01463",25,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu01464",25,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01465",25,"Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter"
"Otu01466",25,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerellaceae_unclassified"
"Otu01467",25,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01468",25,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus"
"Otu01469",25,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","AKYH767_ge"
"Otu01470",25,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"Otu01471",25,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter"
"Otu01472",24,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
"Otu01473",24,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01474",24,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu01475",24,"Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","uncultured"
"Otu01476",24,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu01477",24,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu01478",24,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu01479",24,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu01480",24,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01481",24,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01482",24,"Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales_fa","Gastranaerophilales_ge"
"Otu01483",24,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovoracaceae_unclassified"
"Otu01484",24,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
"Otu01485",24,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01487",24,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu01488",24,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu01489",24,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01490",24,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured"
"Otu01491",24,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01492",24,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01493",24,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01494",24,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu01495",24,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01497",24,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01499",24,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia"
"Otu01500",24,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Otu01502",24,"Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014_fa","Clostridia_UCG-014_ge"
"Otu01503",24,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01505",24,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"Otu01506",24,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus"
"Otu01507",24,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu01508",24,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"Otu01509",24,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01510",24,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"Otu01511",23,"Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Planifilum"
"Otu01512",23,"Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales_fa","Gastranaerophilales_ge"
"Otu01513",23,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu01514",23,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01515",23,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01516",23,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","A0839_ge"
"Otu01517",23,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu01518",23,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospirales_unclassified","Oscillospirales_unclassified"
"Otu01519",23,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu01520",23,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01521",23,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu01522",23,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214_group"
"Otu01523",23,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu01524",23,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu01525",23,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","B1-7BS_ge"
"Otu01526",23,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu01527",23,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01528",23,"Bacteria","Firmicutes","Bacilli","RF39","RF39_fa","RF39_ge"
"Otu01529",23,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu01530",23,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridiaceae_unclassified"
"Otu01531",23,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01532",23,"Bacteria","Firmicutes","Clostridia","Clostridia_unclassified","Clostridia_unclassified","Clostridia_unclassified"
